Entity,Code,Year,Oil production (TWh)
Ivory Coast,,1911,0
Ivory Coast,,1912,0
Ivory Coast,,1913,0
Ivory Coast,,1914,0
Ivory Coast,,1915,0
Ivory Coast,,1916,0
Ivory Coast,,1917,0
Ivory Coast,,1918,0
Ivory Coast,,1919,0
Ivory Coast,,1920,0
Ivory Coast,,1921,0
Ivory Coast,,1922,0
Ivory Coast,,1923,0
Ivory Coast,,1924,0
Ivory Coast,,1925,0
Ivory Coast,,1926,0
Ivory Coast,,1927,0
Ivory Coast,,1928,0
Ivory Coast,,1929,0
Ivory Coast,,1930,0
Ivory Coast,,1931,0
Ivory Coast,,1932,0
Ivory Coast,,1933,0
Ivory Coast,,1934,0
Ivory Coast,,1935,0
Ivory Coast,,1936,0
Ivory Coast,,1937,0
Ivory Coast,,1938,0
Ivory Coast,,1939,0
Ivory Coast,,1940,0
Ivory Coast,,1941,0
Ivory Coast,,1942,0
Ivory Coast,,1943,0
Ivory Coast,,1944,0
Ivory Coast,,1945,0
Ivory Coast,,1946,0
Ivory Coast,,1947,0
Ivory Coast,,1948,0
Ivory Coast,,1949,0
Ivory Coast,,1950,0
Ivory Coast,,1951,0
Ivory Coast,,1952,0
Ivory Coast,,1953,0
Ivory Coast,,1954,0
Ivory Coast,,1955,0
Ivory Coast,,1956,0
Ivory Coast,,1957,0
Ivory Coast,,1958,0
Ivory Coast,,1959,0
Ivory Coast,,1960,0
Ivory Coast,,1961,0
Ivory Coast,,1962,0
Ivory Coast,,1963,0
Ivory Coast,,1964,0
Ivory Coast,,1965,0
Ivory Coast,,1966,0
Ivory Coast,,1967,0
Ivory Coast,,1968,0
Ivory Coast,,1969,0
Ivory Coast,,1970,0
Ivory Coast,,1971,0
Ivory Coast,,1972,0
Ivory Coast,,1973,0
Ivory Coast,,1974,0
Ivory Coast,,1975,0
Ivory Coast,,1976,0
Ivory Coast,,1977,0
Ivory Coast,,1978,0
Ivory Coast,,1979,0
Ivory Coast,,1980,0.634
Ivory Coast,,1981,4.42
Ivory Coast,,1982,5.685
Ivory Coast,,1983,14.529
Ivory Coast,,1984,17.102
Ivory Coast,,1985,17.687
Ivory Coast,,1986,12.634
Ivory Coast,,1987,11.37
Ivory Coast,,1988,7.6
Ivory Coast,,1989,1.263
Ivory Coast,,1990,1.263
Ivory Coast,,1991,1.263
Ivory Coast,,1992,0.95
Ivory Coast,,1993,0.316
Ivory Coast,,1994,4.295
Ivory Coast,,1995,5.067
Ivory Coast,,1996,10.133
Ivory Coast,,1997,11.853
Ivory Coast,,1998,12.632
Ivory Coast,,1999,9.474
Ivory Coast,,2000,7.281
Ivory Coast,,2001,6.947
Ivory Coast,,2002,7.579
Ivory Coast,,2003,12
Ivory Coast,,2004,16.466
Ivory Coast,,2005,24.632
Ivory Coast,,2006,39.158
Ivory Coast,,2007,32.842
Ivory Coast,,2008,37.47
Ivory Coast,,2009,36.516
Ivory Coast,,2010,27.686
Ivory Coast,,2011,25.005
Ivory Coast,,2012,24.014
Ivory Coast,,2013,23.37
Ivory Coast,,2014,22.738
Ivory Coast,,2015,18.317
Ivory Coast,,2016,31.034
Jamaica,JAM,1980,0
Jamaica,JAM,1981,0
Jamaica,JAM,1982,0
Jamaica,JAM,1983,0
Jamaica,JAM,1984,0
Jamaica,JAM,1985,0
Jamaica,JAM,1986,0
Jamaica,JAM,1987,0
Jamaica,JAM,1988,0
Jamaica,JAM,1989,0
Jamaica,JAM,1990,0
Jamaica,JAM,1991,0
Jamaica,JAM,1992,0
Jamaica,JAM,1993,0
Jamaica,JAM,1994,0
Jamaica,JAM,1995,0
Jamaica,JAM,1996,0
Jamaica,JAM,1997,0
Jamaica,JAM,1998,0
Jamaica,JAM,1999,0
Jamaica,JAM,2000,0
Jamaica,JAM,2001,0
Jamaica,JAM,2002,0
Jamaica,JAM,2003,0
Jamaica,JAM,2004,0
Jamaica,JAM,2005,0
Jamaica,JAM,2006,0
Jamaica,JAM,2007,0
Jamaica,JAM,2008,0
Jamaica,JAM,2009,0
Jamaica,JAM,2010,0
Jamaica,JAM,2011,0
Jamaica,JAM,2012,0
Jamaica,JAM,2013,0
Jamaica,JAM,2014,0
Jamaica,JAM,2015,0
Jamaica,JAM,2016,0
Japan,JPN,1900,1.326
Japan,JPN,1901,1.686
Japan,JPN,1902,1.826
Japan,JPN,1903,1.465
Japan,JPN,1904,2.152
Japan,JPN,1905,2.047
Japan,JPN,1906,2.652
Japan,JPN,1907,3.117
Japan,JPN,1908,3.21
Japan,JPN,1909,3.117
Japan,JPN,1910,2.989
Japan,JPN,1911,3.256
Japan,JPN,1912,2.721
Japan,JPN,1913,3.175
Japan,JPN,1914,4.315
Japan,JPN,1915,4.792
Japan,JPN,1916,4.85
Japan,JPN,1917,4.687
Japan,JPN,1918,4.001
Japan,JPN,1919,3.663
Japan,JPN,1920,3.64
Japan,JPN,1921,3.466
Japan,JPN,1922,3.315
Japan,JPN,1923,2.919
Japan,JPN,1924,2.931
Japan,JPN,1925,3.094
Japan,JPN,1926,2.884
Japan,JPN,1927,2.884
Japan,JPN,1928,3.035
Japan,JPN,1929,3.233
Japan,JPN,1930,3.28
Japan,JPN,1931,3.175
Japan,JPN,1932,2.628
Japan,JPN,1933,2.349
Japan,JPN,1934,2.954
Japan,JPN,1935,3.652
Japan,JPN,1936,4.094
Japan,JPN,1937,4.105
Japan,JPN,1938,4.094
Japan,JPN,1939,3.745
Japan,JPN,1940,3.466
Japan,JPN,1941,3.001
Japan,JPN,1942,2.745
Japan,JPN,1943,2.838
Japan,JPN,1944,2.663
Japan,JPN,1945,2.57
Japan,JPN,1946,2.233
Japan,JPN,1947,2.105
Japan,JPN,1948,1.849
Japan,JPN,1949,2.256
Japan,JPN,1950,3.408
Japan,JPN,1951,3.908
Japan,JPN,1952,3.559
Japan,JPN,1953,3.442
Japan,JPN,1954,3.489
Japan,JPN,1955,3.652
Japan,JPN,1956,3.605
Japan,JPN,1957,3.733
Japan,JPN,1958,4.268
Japan,JPN,1959,4.722
Japan,JPN,1960,6.117
Japan,JPN,1961,7.641
Japan,JPN,1962,8.42
Japan,JPN,1963,9.397
Japan,JPN,1964,8.013
Jordan,JOR,1980,0
Jordan,JOR,1981,0
Jordan,JOR,1982,0
Jordan,JOR,1983,0
Jordan,JOR,1984,0
Jordan,JOR,1985,0
Jordan,JOR,1986,0.64
Jordan,JOR,1987,0.32
Jordan,JOR,1988,0.32
Jordan,JOR,1989,0.128
Jordan,JOR,1990,0.191
Jordan,JOR,1991,0.191
Jordan,JOR,1992,0
Jordan,JOR,1993,0
Jordan,JOR,1994,0
Jordan,JOR,1995,0
Kazakhstan,KAZ,1985,263.108
Kazakhstan,KAZ,1986,270.423
Kazakhstan,KAZ,1987,279.364
Kazakhstan,KAZ,1988,289.814
Kazakhstan,KAZ,1989,294.922
Kazakhstan,KAZ,1990,299.567
Kazakhstan,KAZ,1991,308.856
Kazakhstan,KAZ,1992,299.567
Kazakhstan,KAZ,1993,267.056
Kazakhstan,KAZ,1994,235.845
Kazakhstan,KAZ,1995,239.572
Kazakhstan,KAZ,1996,266.603
Kazakhstan,KAZ,1997,299.323
Kazakhstan,KAZ,1998,301.251
Kazakhstan,KAZ,1999,349.855
Kazakhstan,KAZ,2000,410.07
Kazakhstan,KAZ,2001,465.501
Kazakhstan,KAZ,2002,548.869
Kazakhstan,KAZ,2003,597.372
Kazakhstan,KAZ,2004,690.878
Kazakhstan,KAZ,2005,714.005
Kazakhstan,KAZ,2006,755.485
Kazakhstan,KAZ,2007,780.043
Kazakhstan,KAZ,2008,821.224
Kazakhstan,KAZ,2009,888.188
Kazakhstan,KAZ,2010,925.273
Kazakhstan,KAZ,2011,929.633
Kazakhstan,KAZ,2012,920.523
Kazakhstan,KAZ,2013,955.692
Kazakhstan,KAZ,2014,941.768
Kazakhstan,KAZ,2015,930.91
Kazakhstan,KAZ,2016,912.516
Kazakhstan,KAZ,2017,1009.937
Kazakhstan,KAZ,2018,1059.126
Kazakhstan,KAZ,2019,1061.521
Kenya,KEN,1980,0
Kenya,KEN,1981,0
Kenya,KEN,1982,0
Kenya,KEN,1983,0
Kenya,KEN,1984,0
Kenya,KEN,1985,0
Kenya,KEN,1986,0
Kenya,KEN,1987,0
Kenya,KEN,1988,0
Kenya,KEN,1989,0
Kenya,KEN,1991,0
Kenya,KEN,1992,0
Kenya,KEN,1993,0
Kenya,KEN,1994,0
Kenya,KEN,1996,0
Kenya,KEN,1997,0
Kenya,KEN,1998,0
Kenya,KEN,1999,0
Kosovo,OWID_KOS,2008,0
Kosovo,OWID_KOS,2009,0
Kosovo,OWID_KOS,2010,0
Kosovo,OWID_KOS,2011,0
Kosovo,OWID_KOS,2012,0
Kosovo,OWID_KOS,2013,0
Kosovo,OWID_KOS,2014,0
Kosovo,OWID_KOS,2015,0
Kosovo,OWID_KOS,2016,0
Kuwait,KWT,1900,0
Kuwait,KWT,1901,0
Kuwait,KWT,1902,0
Kuwait,KWT,1903,0
Kuwait,KWT,1904,0
Kuwait,KWT,1905,0
Kuwait,KWT,1906,0
Kuwait,KWT,1907,0
Kuwait,KWT,1908,0
Kuwait,KWT,1909,0
Kuwait,KWT,1910,0
Kuwait,KWT,1911,0
Kuwait,KWT,1912,0
Kuwait,KWT,1913,0
Kuwait,KWT,1914,0
Kuwait,KWT,1915,0
Kuwait,KWT,1916,0
Kuwait,KWT,1917,0
Kuwait,KWT,1918,0
Kuwait,KWT,1919,0
Kuwait,KWT,1920,0
Kuwait,KWT,1921,0
Kuwait,KWT,1922,0
Kuwait,KWT,1923,0
Kuwait,KWT,1924,0
Kuwait,KWT,1925,0
Kuwait,KWT,1926,0
Kuwait,KWT,1927,0
Kuwait,KWT,1928,0
Kuwait,KWT,1929,0
Kuwait,KWT,1930,0
Kuwait,KWT,1931,0
Kuwait,KWT,1932,0
Kuwait,KWT,1933,0
Kuwait,KWT,1934,0
Kuwait,KWT,1935,0
Kuwait,KWT,1936,0
Kuwait,KWT,1937,0
Kuwait,KWT,1938,0
Kuwait,KWT,1939,0
Kuwait,KWT,1940,0
Kuwait,KWT,1941,0
Kuwait,KWT,1942,0
Kuwait,KWT,1943,0
Kuwait,KWT,1944,0
Kuwait,KWT,1945,0
Kuwait,KWT,1946,9.304
Kuwait,KWT,1947,25.586
Kuwait,KWT,1948,74.432
Kuwait,KWT,1949,143.956
Kuwait,KWT,1950,199.92
Kuwait,KWT,1951,325.838
Kuwait,KWT,1952,434.8
Kuwait,KWT,1953,500.253
Kuwait,KWT,1954,557.252
Kuwait,KWT,1955,640.883
Kuwait,KWT,1956,645.547
Kuwait,KWT,1957,680.844
Kuwait,KWT,1958,834.442
Kuwait,KWT,1959,837.977
Kuwait,KWT,1960,986.457
Kuwait,KWT,1961,1010.683
Kuwait,KWT,1962,1141.369
Kuwait,KWT,1963,1223.372
Kuwait,KWT,1964,1346.674
Kuwait,KWT,1965,1381.855
Kuwait,KWT,1966,1457.851
Kuwait,KWT,1967,1467.557
Kuwait,KWT,1968,1545.767
Kuwait,KWT,1969,1636.099
Kuwait,KWT,1970,1762.556
Kuwait,KWT,1971,1887.382
Kuwait,KWT,1972,1943.112
Kuwait,KWT,1973,1785.795
Kuwait,KWT,1974,1507.941
Kuwait,KWT,1975,1234.841
Kuwait,KWT,1976,1276.188
Kuwait,KWT,1977,1170.166
Kuwait,KWT,1978,1263.054
Kuwait,KWT,1979,1505.029
Kuwait,KWT,1980,1008.236
Kuwait,KWT,1981,680.689
Kuwait,KWT,1982,495.38
Kuwait,KWT,1983,638.676
Kuwait,KWT,1984,705.109
Kuwait,KWT,1985,644.295
Kuwait,KWT,1986,689.646
Kuwait,KWT,1987,605.114
Kuwait,KWT,1988,732.037
Kuwait,KWT,1989,794.325
Kuwait,KWT,1990,543.363
Kuwait,KWT,1991,107.02
Kuwait,KWT,1992,626.484
Kuwait,KWT,1993,1121.425
Kuwait,KWT,1994,1200.093
Kuwait,KWT,1995,1217.878
Kuwait,KWT,1996,1220.629
Kuwait,KWT,1997,1220.494
Kuwait,KWT,1998,1277.261
Kuwait,KWT,1999,1190.794
Kuwait,KWT,2000,1275.928
Kuwait,KWT,2001,1236.974
Kuwait,KWT,2002,1146.713
Kuwait,KWT,2003,1342.291
Kuwait,KWT,2004,1431.498
Kuwait,KWT,2005,1514.219
Kuwait,KWT,2006,1553.065
Kuwait,KWT,2007,1509.793
Kuwait,KWT,2008,1581.697
Kuwait,KWT,2009,1405.282
Kuwait,KWT,2010,1432.761
Kuwait,KWT,2011,1635.895
Kuwait,KWT,2012,1787.742
Kuwait,KWT,2013,1758.276
Kuwait,KWT,2014,1744.281
Kuwait,KWT,2015,1721.313
Kuwait,KWT,2016,1773.417
Kuwait,KWT,2017,1683.25
Kuwait,KWT,2018,1705.035
Kuwait,KWT,2019,1672.324
Kyrgyzstan,KGZ,1992,1.37
Kyrgyzstan,KGZ,1993,1.241
Kyrgyzstan,KGZ,1994,0.999
Kyrgyzstan,KGZ,1995,1.241
Kyrgyzstan,KGZ,1996,1.244
Kyrgyzstan,KGZ,1997,1.115
Kyrgyzstan,KGZ,1998,1.052
Kyrgyzstan,KGZ,1999,0.994
Kyrgyzstan,KGZ,2000,1.263
Kyrgyzstan,KGZ,2001,1.259
Kyrgyzstan,KGZ,2002,0.957
Kyrgyzstan,KGZ,2003,0.869
Kyrgyzstan,KGZ,2004,0.884
Kyrgyzstan,KGZ,2005,1.259
Kyrgyzstan,KGZ,2006,1.259
Kyrgyzstan,KGZ,2007,0.63
Kyrgyzstan,KGZ,2008,0.631
Kyrgyzstan,KGZ,2009,0.63
Kyrgyzstan,KGZ,2010,0.63
Kyrgyzstan,KGZ,2011,0.63
Kyrgyzstan,KGZ,2012,0.631
Kyrgyzstan,KGZ,2013,0.63
Kyrgyzstan,KGZ,2014,0.63
Kyrgyzstan,KGZ,2015,0.63
Kyrgyzstan,KGZ,2016,0.631
Lebanon,LBN,1980,0
Lebanon,LBN,1981,0
Lebanon,LBN,1982,0
Lebanon,LBN,1983,0
Lebanon,LBN,1984,0
Lebanon,LBN,1985,0
Lebanon,LBN,1986,0
Lebanon,LBN,1987,0
Lebanon,LBN,1988,0
Lebanon,LBN,1989,0
Lebanon,LBN,1990,0
Lebanon,LBN,1991,0
Lebanon,LBN,1992,0
Lebanon,LBN,1993,0
Lebanon,LBN,1994,0
Lebanon,LBN,1995,0
Lebanon,LBN,1996,0
Lebanon,LBN,1997,0
Lebanon,LBN,1998,0
Lebanon,LBN,1999,0
Lebanon,LBN,2000,0
Lebanon,LBN,2001,0
Lebanon,LBN,2002,0
Lebanon,LBN,2003,0
Lebanon,LBN,2004,0
Lebanon,LBN,2005,0
Lebanon,LBN,2006,0
Lebanon,LBN,2007,0
Lebanon,LBN,2008,0
Lebanon,LBN,2009,0
Lebanon,LBN,2010,0
Lebanon,LBN,2011,0
Lebanon,LBN,2012,0
Lebanon,LBN,2013,0
Lebanon,LBN,2014,0
Lebanon,LBN,2015,0
Lebanon,LBN,2016,0
Libya,LBY,1900,0
Libya,LBY,1901,0
Libya,LBY,1902,0
Libya,LBY,1903,0
Libya,LBY,1904,0
Libya,LBY,1905,0
Libya,LBY,1906,0
Libya,LBY,1907,0
Libya,LBY,1908,0
Libya,LBY,1909,0
Libya,LBY,1910,0
Libya,LBY,1911,0
Libya,LBY,1912,0
Libya,LBY,1913,0
Libya,LBY,1914,0
Libya,LBY,1915,0
Libya,LBY,1916,0
Libya,LBY,1917,0
Libya,LBY,1918,0
Libya,LBY,1919,0
Libya,LBY,1920,0
Libya,LBY,1921,0
Libya,LBY,1922,0
Libya,LBY,1923,0
Libya,LBY,1924,0
Libya,LBY,1925,0
Libya,LBY,1926,0
Libya,LBY,1927,0
Libya,LBY,1928,0
Libya,LBY,1929,0
Libya,LBY,1930,0
Libya,LBY,1931,0
Libya,LBY,1932,0
Libya,LBY,1933,0
Libya,LBY,1934,0
Libya,LBY,1935,0
Libya,LBY,1936,0
Libya,LBY,1937,0
Libya,LBY,1938,0
Libya,LBY,1939,0
Libya,LBY,1940,0
Libya,LBY,1941,0
Libya,LBY,1942,0
Libya,LBY,1943,0
Libya,LBY,1944,0
Libya,LBY,1945,0
Libya,LBY,1946,0
Libya,LBY,1947,0
Libya,LBY,1948,0
Libya,LBY,1949,0
Libya,LBY,1950,0
Libya,LBY,1951,0
Libya,LBY,1952,0
Libya,LBY,1953,0
Libya,LBY,1954,0
Libya,LBY,1955,0
Libya,LBY,1956,0
Libya,LBY,1957,0
Libya,LBY,1958,0
Libya,LBY,1959,0
Libya,LBY,1960,0
Libya,LBY,1961,10.188
Libya,LBY,1962,102.123
Libya,LBY,1963,259.024
Libya,LBY,1964,481.587
Libya,LBY,1965,673.233
Libya,LBY,1966,832.161
Libya,LBY,1967,956.322
Libya,LBY,1968,1438.137
Libya,LBY,1969,1715.089
Libya,LBY,1970,1852.495
Libya,LBY,1971,1517.39
Libya,LBY,1972,1240.296
Libya,LBY,1973,1214.902
Libya,LBY,1974,854.412
Libya,LBY,1975,830.564
Libya,LBY,1976,1085.547
Libya,LBY,1977,1156.764
Libya,LBY,1978,1110.58
Libya,LBY,1979,1173.582
Libya,LBY,1980,1025.114
Libya,LBY,1981,686.392
Libya,LBY,1982,643.18
Libya,LBY,1983,630.827
Libya,LBY,1984,560.161
Libya,LBY,1985,561.874
Libya,LBY,1986,582.818
Libya,LBY,1987,549.156
Libya,LBY,1988,577.221
Libya,LBY,1989,637.279
Libya,LBY,1990,780.755
Libya,LBY,1991,788.311
Libya,LBY,1992,809.285
Libya,LBY,1993,767.749
Libya,LBY,1994,783.752
Libya,LBY,1995,788.311
Libya,LBY,1996,796.362
Libya,LBY,1997,813.831
Libya,LBY,1998,808.05
Libya,LBY,1999,777.699
Libya,LBY,2000,806.957
Libya,LBY,2001,778.535
Libya,LBY,2002,749.544
Libya,LBY,2003,810.219
Libya,LBY,2004,888.553
Libya,LBY,2005,951.721
Libya,LBY,2006,1021.411
Libya,LBY,2007,1040.21
Libya,LBY,2008,1024.591
Libya,LBY,2009,948.63
Libya,LBY,2010,982.139
Libya,LBY,2011,282.56
Libya,LBY,2012,842.59
Libya,LBY,2013,573.052
Libya,LBY,2014,283.122
Libya,LBY,2015,237.508
Libya,LBY,2016,224.398
Libya,LBY,2017,508.048
Libya,LBY,2018,637.952
Libya,LBY,2019,671.056
Malaysia,MYS,1900,0
Malaysia,MYS,1901,0
Malaysia,MYS,1902,0
Malaysia,MYS,1903,0
Malaysia,MYS,1904,0
Malaysia,MYS,1905,0
Malaysia,MYS,1906,0
Malaysia,MYS,1907,0
Malaysia,MYS,1908,0
Malaysia,MYS,1909,0
Malaysia,MYS,1910,0
Malaysia,MYS,1911,0
Malaysia,MYS,1912,0.07
Malaysia,MYS,1913,0.233
Malaysia,MYS,1914,0.535
Malaysia,MYS,1915,0.651
Malaysia,MYS,1916,1.058
Malaysia,MYS,1917,0.907
Malaysia,MYS,1918,0.849
Malaysia,MYS,1919,1
Malaysia,MYS,1920,1.71
Malaysia,MYS,1921,2.361
Malaysia,MYS,1922,4.768
Malaysia,MYS,1923,6.594
Malaysia,MYS,1924,7.001
Malaysia,MYS,1925,7.129
Malaysia,MYS,1926,8.292
Malaysia,MYS,1927,8.281
Malaysia,MYS,1928,8.734
Malaysia,MYS,1929,8.839
Malaysia,MYS,1930,8.129
Malaysia,MYS,1931,6.152
Malaysia,MYS,1932,3.966
Malaysia,MYS,1933,3.791
Malaysia,MYS,1934,3.28
Malaysia,MYS,1935,3.001
Malaysia,MYS,1936,2.628
Malaysia,MYS,1937,2.477
Malaysia,MYS,1938,2.361
Malaysia,MYS,1939,1.954
Malaysia,MYS,1940,1.756
Malaysia,MYS,1941,1.256
Malaysia,MYS,1942,0
Malaysia,MYS,1943,0
Malaysia,MYS,1944,0
Malaysia,MYS,1945,0
Malaysia,MYS,1946,0
Malaysia,MYS,1947,0.291
Malaysia,MYS,1948,0.547
Malaysia,MYS,1949,0.675
Malaysia,MYS,1950,0.675
Malaysia,MYS,1951,0.605
Malaysia,MYS,1952,0.593
Malaysia,MYS,1953,0.582
Malaysia,MYS,1954,0.826
Malaysia,MYS,1955,0.779
Malaysia,MYS,1956,0.837
Malaysia,MYS,1957,0.779
Malaysia,MYS,1958,0.675
Malaysia,MYS,1959,0.651
Malaysia,MYS,1960,0.698
Malaysia,MYS,1961,0.698
Malaysia,MYS,1962,0.675
Malaysia,MYS,1963,0.605
Malaysia,MYS,1964,0.57
Malaysia,MYS,1965,0.555
Malaysia,MYS,1966,0.555
Malaysia,MYS,1967,0.555
Malaysia,MYS,1968,2.225
Malaysia,MYS,1969,4.992
Malaysia,MYS,1970,9.985
Malaysia,MYS,1971,38.276
Malaysia,MYS,1972,51.73
Malaysia,MYS,1973,50.479
Malaysia,MYS,1974,44.932
Malaysia,MYS,1975,54.363
Malaysia,MYS,1976,92.892
Malaysia,MYS,1977,101.514
Malaysia,MYS,1978,119.819
Malaysia,MYS,1979,156.431
Malaysia,MYS,1980,153.522
Malaysia,MYS,1981,143.672
Malaysia,MYS,1982,168.635
Malaysia,MYS,1983,213.567
Malaysia,MYS,1984,248.083
Malaysia,MYS,1985,246.85
Malaysia,MYS,1986,277.36
Malaysia,MYS,1987,274.032
Malaysia,MYS,1988,298.688
Malaysia,MYS,1989,324.802
Malaysia,MYS,1990,343.108
Malaysia,MYS,1991,357.279
Malaysia,MYS,1992,363.012
Malaysia,MYS,1993,355.028
Malaysia,MYS,1994,361.266
Malaysia,MYS,1995,386.918
Malaysia,MYS,1996,392.384
Malaysia,MYS,1997,388.945
Malaysia,MYS,1998,395.047
Malaysia,MYS,1999,376.354
Malaysia,MYS,2000,389.57
Malaysia,MYS,2001,378.36
Malaysia,MYS,2002,397.313
Malaysia,MYS,2003,411.194
Malaysia,MYS,2004,421.566
Malaysia,MYS,2005,396.561
Malaysia,MYS,2006,373.591
Malaysia,MYS,2007,387.038
Malaysia,MYS,2008,389.986
Malaysia,MYS,2009,369.245
Malaysia,MYS,2010,383.983
Malaysia,MYS,2011,344.438
Malaysia,MYS,2012,349.141
Malaysia,MYS,2013,333.408
Malaysia,MYS,2014,345.973
Malaysia,MYS,2015,373.747
Malaysia,MYS,2016,386.686
Malaysia,MYS,2017,381.479
Malaysia,MYS,2018,375.714
Malaysia,MYS,2019,346.375
Malta,MLT,1980,0
Malta,MLT,1981,0
Malta,MLT,1982,0
Malta,MLT,1983,0
Malta,MLT,1984,0
Malta,MLT,1985,0
Malta,MLT,1986,0
Malta,MLT,1987,0
Malta,MLT,1988,0
Malta,MLT,1989,0
Malta,MLT,1990,0
Malta,MLT,1991,0
Malta,MLT,1992,0
Malta,MLT,1993,0
Malta,MLT,1994,0
Malta,MLT,1995,0
Malta,MLT,1996,0
Malta,MLT,1997,0
Malta,MLT,1998,0
Malta,MLT,1999,0
Malta,MLT,2000,0
Malta,MLT,2001,0
Malta,MLT,2002,0
Malta,MLT,2003,0
Malta,MLT,2004,0
Malta,MLT,2005,0
Malta,MLT,2006,0
Malta,MLT,2007,0
Malta,MLT,2008,0
Malta,MLT,2009,0
Malta,MLT,2010,0
Malta,MLT,2011,0
Malta,MLT,2012,0
Malta,MLT,2013,0
Malta,MLT,2014,0
Malta,MLT,2015,0
Malta,MLT,2016,0
Mauritius,MUS,1980,0
Mauritius,MUS,1981,0
Mauritius,MUS,1982,0
Mauritius,MUS,1983,0
Mauritius,MUS,1984,0
Mauritius,MUS,1985,0
Mauritius,MUS,1986,0
Mauritius,MUS,1987,0
Mauritius,MUS,1988,0
Mauritius,MUS,1989,0
Mauritius,MUS,1990,0
Mauritius,MUS,1991,0
Mauritius,MUS,1992,0
Mauritius,MUS,1993,0
Mauritius,MUS,1994,0
Mauritius,MUS,1995,0
Mauritius,MUS,1996,0
Mauritius,MUS,1997,0
Mauritius,MUS,1998,0
Mauritius,MUS,1999,0
Mauritius,MUS,2000,0
Mauritius,MUS,2001,0
Mauritius,MUS,2002,0
Mauritius,MUS,2003,0
Mauritius,MUS,2004,0
Mauritius,MUS,2005,0
Mauritius,MUS,2006,0
Mauritius,MUS,2007,0
Mauritius,MUS,2008,0
Mauritius,MUS,2009,0
Mauritius,MUS,2010,0
Mauritius,MUS,2011,0
Mauritius,MUS,2012,0
Mauritius,MUS,2013,0
Mauritius,MUS,2014,0
Mauritius,MUS,2015,0
Mauritius,MUS,2016,0
Mexico,MEX,1900,0
Mexico,MEX,1901,0.023
Mexico,MEX,1902,0.058
Mexico,MEX,1903,0.116
Mexico,MEX,1904,0.221
Mexico,MEX,1905,0.419
Mexico,MEX,1906,0.837
Mexico,MEX,1907,1.791
Mexico,MEX,1908,6.513
Mexico,MEX,1909,4.652
Mexico,MEX,1910,6.048
Mexico,MEX,1911,21.795
Mexico,MEX,1912,25.679
Mexico,MEX,1913,40.205
Mexico,MEX,1914,32.855
Mexico,MEX,1915,51.032
Mexico,MEX,1916,62.988
Mexico,MEX,1917,95.971
Mexico,MEX,1918,110.555
Mexico,MEX,1919,150.771
Mexico,MEX,1920,283.889
Mexico,MEX,1921,337.014
Mexico,MEX,1922,317.639
Mexico,MEX,1923,264.048
Mexico,MEX,1924,248.498
Mexico,MEX,1925,204.991
Mexico,MEX,1926,160.006
Mexico,MEX,1927,113.137
Mexico,MEX,1928,83.55
Mexico,MEX,1929,74.444
Mexico,MEX,1930,65.849
Mexico,MEX,1931,55.045
Mexico,MEX,1932,54.649
Mexico,MEX,1933,56.638
Mexico,MEX,1934,63.593
Mexico,MEX,1935,67.535
Mexico,MEX,1936,68.361
Mexico,MEX,1937,78.049
Mexico,MEX,1938,64.081
Mexico,MEX,1939,71.385
Mexico,MEX,1940,73.281
Mexico,MEX,1941,71.641
Mexico,MEX,1942,57.941
Mexico,MEX,1943,58.511
Mexico,MEX,1944,63.581
Mexico,MEX,1945,72.467
Mexico,MEX,1946,81.945
Mexico,MEX,1947,93.656
Mexico,MEX,1948,97.366
Mexico,MEX,1949,90.923
Mexico,MEX,1950,118.103
Mexico,MEX,1951,126.069
Mexico,MEX,1952,127.698
Mexico,MEX,1953,118.161
Mexico,MEX,1954,136.42
Mexico,MEX,1955,145.782
Mexico,MEX,1956,147.852
Mexico,MEX,1957,143.956
Mexico,MEX,1958,152.528
Mexico,MEX,1959,157.191
Mexico,MEX,1960,161.529
Mexico,MEX,1961,174.136
Mexico,MEX,1962,182.359
Mexico,MEX,1963,187.313
Mexico,MEX,1964,188.488
Mexico,MEX,1965,209.626
Mexico,MEX,1966,214.684
Mexico,MEX,1967,237.607
Mexico,MEX,1968,254.291
Mexico,MEX,1969,266.649
Mexico,MEX,1970,280.745
Mexico,MEX,1971,279.913
Mexico,MEX,1972,291.411
Mexico,MEX,1973,300.256
Mexico,MEX,1974,376.388
Mexico,MEX,1975,466.241
Mexico,MEX,1976,519.873
Mexico,MEX,1977,631.247
Mexico,MEX,1978,774.372
Mexico,MEX,1979,936.552
Mexico,MEX,1980,1244.572
Mexico,MEX,1981,1486.169
Mexico,MEX,1982,1753.431
Mexico,MEX,1983,1708.281
Mexico,MEX,1984,1722.06
Mexico,MEX,1985,1693.527
Mexico,MEX,1986,1589.351
Mexico,MEX,1987,1660.799
Mexico,MEX,1988,1656.801
Mexico,MEX,1989,1661.148
Mexico,MEX,1990,1685.571
Mexico,MEX,1991,1774.38
Mexico,MEX,1992,1776.869
Mexico,MEX,1993,1779.715
Mexico,MEX,1994,1790.121
Mexico,MEX,1995,1744.145
Mexico,MEX,1996,1885.178
Mexico,MEX,1997,1969.472
Mexico,MEX,1998,2014.23
Mexico,MEX,1999,1921.55
Mexico,MEX,2000,1977.628
Mexico,MEX,2001,2042.015
Mexico,MEX,2002,2064.699
Mexico,MEX,2003,2185.214
